Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/recurso-detalhe/{id},1681,0,390,470.3300082094043,2.00089999998454,2885.7579999994414,43.221296847114814,7.151063650915356,0.0,390,570,690,780,980,1200,1400,1800,2900,2900,2900
GET,GET /api/recurso-lento,2471,0,490,558.186976325377,71.82300000022224,2916.1512000000585,44.0,10.51176578311234,0.0,490,660,770,850,1000,1200,1400,1800,2700,2900,2900
GET,GET /api/status,1074,0,360,452.8269371508519,1.8776000006255344,2895.505499999672,31.0,4.5688532784551406,0.0,360,550,680,770,970,1100,1400,1900,2700,2900,2900
POST,POST /api/recurso,610,3,400,461.6224601639363,2.17279999924358,2745.4681999997774,31.970491803278687,2.594972532455899,0.012762159995684752,400,570,670,760,950,1100,1300,1500,2700,2700,2700
,Aggregated,5836,3,430,503.39797695339746,1.8776000006255344,2916.1512000000585,40.1259424263194,24.826655244938735,0.012762159995684752,430,600,730,810,1000,1200,1400,1800,2700,2900,2900
