Method,Name,Error,Occurrences,First Seen,Last Seen
POST,POST /api/recurso,HTTPError('400 Client Error: Bad Request for url: POST /api/recurso'),3,2026-05-25T18:58:17Z,2026-05-25T19:00:31Z
